LevelEditor                                                      game.load-scene
Air MoveType type enum -12 14 int2 10                            zone.add-distance
Air MoveType type enum -12 27 int2 10                            zone.add-distance
Air MoveType type enum -11 15 int2 10                            zone.add-distance
Air MoveType type enum -24 13 int2 10                            zone.add-distance
Air MoveType type enum -18 9 int2 10                             zone.add-distance
Air MoveType type enum -17 9 int2 10                             zone.add-distance
Air MoveType type enum -16 10 int2 10                            zone.add-distance
Air MoveType type enum -15 11 int2 10                            zone.add-distance
Air MoveType type enum -10 16 int2 10                            zone.add-distance
Air MoveType type enum -21 9 int2 11                             zone.add-distance
Air MoveType type enum -10 26 int2 11                            zone.add-distance
Air MoveType type enum -9 16 int2 11                             zone.add-distance
Air MoveType type enum -8 17 int2 11                             zone.add-distance
Air MoveType type enum -8 24 int2 11                             zone.add-distance
Air MoveType type enum -6 19 int2 11                             zone.add-distance
Air MoveType type enum -6 20 int2 11                             zone.add-distance
Air MoveType type enum -6 22 int2 11                             zone.add-distance
Air MoveType type enum -23 11 int2 11                            zone.add-distance
Air MoveType type enum -12 13 int2 11                            zone.add-distance
Air MoveType type enum -9 25 int2 11                             zone.add-distance
Air MoveType type enum -7 18 int2 11                             zone.add-distance
Air MoveType type enum -7 23 int2 11                             zone.add-distance
Air MoveType type enum -6 21 int2 11                             zone.add-distance
Air MoveType type enum -25 13 int2 11                            zone.add-distance
Air MoveType type enum -14 11 int2 11                            zone.add-distance
Air MoveType type enum -13 12 int2 11                            zone.add-distance
Air MoveType type enum -11 14 int2 11                            zone.add-distance
Air MoveType type enum -11 27 int2 11                            zone.add-distance
Air MoveType type enum -10 15 int2 11                            zone.add-distance
Air MoveType type enum -24 12 int2 11                            zone.add-distance
Air MoveType type enum -20 8 int2 11                             zone.add-distance
Air MoveType type enum -22 10 int2 11                            zone.add-distance
Air MoveType type enum -19 8 int2 11                             zone.add-distance
Air MoveType type enum -18 8 int2 11                             zone.add-distance
Air MoveType type enum -17 8 int2 11                             zone.add-distance
Air MoveType type enum -16 9 int2 11                             zone.add-distance
Air MoveType type enum -15 10 int2 11                            zone.add-distance
Air MoveType type enum -9 15 int2 12                             zone.add-distance
Air MoveType type enum -9 26 int2 12                             zone.add-distance
Air MoveType type enum -8 16 int2 12                             zone.add-distance
Air MoveType type enum -6 18 int2 12                             zone.add-distance
Air MoveType type enum -5 22 int2 12                             zone.add-distance
Air MoveType type enum -23 10 int2 12                            zone.add-distance
Air MoveType type enum -14 10 int2 12                            zone.add-distance
Air MoveType type enum -11 13 int2 12                            zone.add-distance
Air MoveType type enum -8 25 int2 12                             zone.add-distance
Air MoveType type enum -7 17 int2 12                             zone.add-distance
Air MoveType type enum -7 24 int2 12                             zone.add-distance
Air MoveType type enum -5 21 int2 12                             zone.add-distance
Air MoveType type enum -25 12 int2 12                            zone.add-distance
Air MoveType type enum -20 7 int2 12                             zone.add-distance
Air MoveType type enum -19 7 int2 12                             zone.add-distance
Air MoveType type enum -18 7 int2 12                             zone.add-distance
Air MoveType type enum -17 7 int2 12                             zone.add-distance
Air MoveType type enum -13 11 int2 12                            zone.add-distance
Air MoveType type enum -12 12 int2 12                            zone.add-distance
Air MoveType type enum -10 14 int2 12                            zone.add-distance
Air MoveType type enum -10 27 int2 12                            zone.add-distance
Air MoveType type enum -24 11 int2 12                            zone.add-distance
Air MoveType type enum -21 8 int2 12                             zone.add-distance
Air MoveType type enum -5 19 int2 12                             zone.add-distance
Air MoveType type enum -22 9 int2 12                             zone.add-distance
Air MoveType type enum -16 8 int2 12                             zone.add-distance
Air MoveType type enum -15 9 int2 12                             zone.add-distance
Air MoveType type enum -6 23 int2 12                             zone.add-distance
